Variable Name,Formula Name,Applicable Role,Applicable Network,Applicable System
BIS_CPU,FML_BIS_LTE_CORE_CPU_RC112,BIS,LR_CN,RC112_ES112
BIS_MEM,FML_BIS_LTE_CORE_MEM_RC112,BIS,LR_CN,RC112_ES112
BIS_IO,FML_BIS_LTE_CORE_IO_RC112,BIS,LR_CN,RC112_ES112
BIS_CPU,FML_BIS_WRAN_CPU_RC112,BIS,WR,RC112_ES112
BIS_MEM,FML_BIS_WRAN_MEM_RC112,BIS,WR,RC112_ES112
BIS_IO,FML_BIS_WRAN_IO_RC112,BIS,WR,RC112_ES112
BIS_CPU,FML_BIS_WRAN_CORE_CPU_RC112,BIS,WR_CN,RC112_ES112
BIS_MEM,FML_BIS_WRAN_CORE_MEM_RC112,BIS,WR_CN,RC112_ES112
BIS_IO,FML_BIS_WRAN_CORE_IO_RC112,BIS,WR_CN,RC112_ES112
BIS_CPU,FML_BIS_WRAN_LTE_CPU_RC112,BIS,WR_LR,RC112_ES112
BIS_MEM,FML_BIS_WRAN_LTE_MEM_RC112,BIS,WR_LR,RC112_ES112
BIS_IO,FML_BIS_WRAN_LTE_IO_RC112,BIS,WR_LR,RC112_ES112
BIS_CPU,FML_BIS_WRAN_LTE_CORE_CPU_RC112,BIS,WR_LR_CN,RC112_ES112
BIS_MEM,FML_BIS_WRAN_LTE_CORE_MEM_RC112,BIS,WR_LR_CN,RC112_ES112
BIS_IO,FML_BIS_WRAN_LTE_CORE_IO_RC112,BIS,WR_LR_CN,RC112_ES112
BIS_CPU,FML_BIS_CORE_CPU_RC112,BIS,CN,RC112_ES112
BIS_MEM,FML_BIS_CORE_MEM_RC112,BIS,CN,RC112_ES112
BIS_IO,FML_BIS_CORE_IO_RC112,BIS,CN,RC112_ES112
MWS_CPU,FML_MWS_LTE_CPU_RC112,MWS,LR,RC112_ES112
MWS_MEM,FML_MWS_LTE_MEM_RC112,MWS,LR,RC112_ES112
MWS_IO,FML_MWS_LTE_IO_RC112,MWS,LR,RC112_ES112
MWS_CPU,FML_MWS_LTE_CORE_CPU_RC112,MWS,LR_CN,RC112_ES112
MWS_MEM,FML_MWS_LTE_CORE_MEM_RC112,MWS,LR_CN,RC112_ES112
MWS_IO,FML_MWS_LTE_CORE_IO_RC112,MWS,LR_CN,RC112_ES112
MWS_CPU,FML_MWS_WRAN_CPU_RC112,MWS,WR,RC112_ES112
MWS_MEM,FML_MWS_WRAN_MEM_RC112,MWS,WR,RC112_ES112
MWS_IO,FML_MWS_WRAN_IO_RC112,MWS,WR,RC112_ES112
MWS_CPU,FML_MWS_WRAN_CORE_CPU_RC112,MWS,WR_CN,RC112_ES112
MWS_MEM,FML_MWS_WRAN_CORE_MEM_RC112,MWS,WR_CN,RC112_ES112
MWS_IO,FML_MWS_WRAN_CORE_IO_RC112,MWS,WR_CN,RC112_ES112
MWS_CPU,FML_MWS_WRAN_LTE_CPU_RC112,MWS,WR_LR,RC112_ES112
MWS_MEM,FML_MWS_WRAN_LTE_MEM_RC112,MWS,WR_LR,RC112_ES112
MWS_IO,FML_MWS_WRAN_LTE_IO_RC112,MWS,WR_LR,RC112_ES112
MWS_CPU,FML_MWS_WRAN_LTE_CORE_CPU_RC112,MWS,WR_LR_CN,RC112_ES112
MWS_MEM,FML_MWS_WRAN_LTE_CORE_MEM_RC112,MWS,WR_LR_CN,RC112_ES112
MWS_IO,FML_MWS_WRAN_LTE_CORE_IO_RC112,MWS,WR_LR_CN,RC112_ES112
MWS_CPU,FML_MWS_CORE_CPU_RC112,MWS,CN,RC112_ES112
MWS_MEM,FML_MWS_CORE_MEM_RC112,MWS,CN,RC112_ES112
MWS_IO,FML_MWS_CORE_IO_RC112,MWS,CN,RC112_ES112
OMBS_CPU,FML_OMBS_LTE_CPU_RC112,OMBS,LR,RC112_ES112
OMBS_MEM,FML_OMBS_LTE_MEM_RC112,OMBS,LR,RC112_ES112
OMBS_IO,FML_OMBS_LTE_IO_RC112,OMBS,LR,RC112_ES112
OMBS_CPU,FML_OMBS_LTE_CORE_CPU_RC112,OMBS,LR_CN,RC112_ES112
OMBS_MEM,FML_OMBS_LTE_CORE_MEM_RC112,OMBS,LR_CN,RC112_ES112
OMBS_IO,FML_OMBS_LTE_CORE_IO_RC112,OMBS,LR_CN,RC112_ES112
OMBS_CPU,FML_OMBS_WRAN_CPU_RC112,OMBS,WR,RC112_ES112
OMBS_MEM,FML_OMBS_WRAN_MEM_RC112,OMBS,WR,RC112_ES112
OMBS_IO,FML_OMBS_WRAN_IO_RC112,OMBS,WR,RC112_ES112
OMBS_CPU,FML_OMBS_WRAN_CORE_CPU_RC112,OMBS,WR_CN,RC112_ES112
OMBS_MEM,FML_OMBS_WRAN_CORE_MEM_RC112,OMBS,WR_CN,RC112_ES112
OMBS_IO,FML_OMBS_WRAN_CORE_IO_RC112,OMBS,WR_CN,RC112_ES112
OMBS_CPU,FML_OMBS_WRAN_LTE_CPU_RC112,OMBS,WR_LR,RC112_ES112
OMBS_MEM,FML_OMBS_WRAN_LTE_MEM_RC112,OMBS,WR_LR,RC112_ES112
OMBS_IO,FML_OMBS_WRAN_LTE_IO_RC112,OMBS,WR_LR,RC112_ES112
OMBS_CPU,FML_OMBS_WRAN_LTE_CORE_CPU_RC112,OMBS,WR_LR_CN,RC112_ES112
OMBS_MEM,FML_OMBS_WRAN_LTE_CORE_MEM_RC112,OMBS,WR_LR_CN,RC112_ES112
OMBS_IO,FML_OMBS_WRAN_LTE_CORE_IO_RC112,OMBS,WR_LR_CN,RC112_ES112
OMBS_CPU,FML_OMBS_CORE_CPU_RC112,OMBS,CN,RC112_ES112
OMBS_MEM,FML_OMBS_CORE_MEM_RC112,OMBS,CN,RC112_ES112
OMBS_IO,FML_OMBS_CORE_IO_RC112,OMBS,CN,RC112_ES112
NAS_CPU,FML_NAS_LTE_CPU_RC112,NAS,LR,RC112_ES112
NAS_MEM,FML_NAS_LTE_MEM_RC112,NAS,LR,RC112_ES112
NAS_IO,FML_NAS_LTE_IO_RC112,NAS,LR,RC112_ES112
NAS_CPU,FML_NAS_LTE_CORE_CPU_RC112,NAS,LR_CN,RC112_ES112
NAS_MEM,FML_NAS_LTE_CORE_MEM_RC112,NAS,LR_CN,RC112_ES112
NAS_IO,FML_NAS_LTE_CORE_IO_RC112,NAS,LR_CN,RC112_ES112
NAS_CPU,FML_NAS_WRAN_CPU_RC112,NAS,WR,RC112_ES112
NAS_MEM,FML_NAS_WRAN_MEM_RC112,NAS,WR,RC112_ES112
NAS_IO,FML_NAS_WRAN_IO_RC112,NAS,WR,RC112_ES112
NAS_CPU,FML_NAS_WRAN_CORE_CPU_RC112,NAS,WR_CN,RC112_ES112
NAS_MEM,FML_NAS_WRAN_CORE_MEM_RC112,NAS,WR_CN,RC112_ES112
NAS_IO,FML_NAS_WRAN_CORE_IO_RC112,NAS,WR_CN,RC112_ES112
NAS_CPU,FML_NAS_WRAN_LTE_CPU_RC112,NAS,WR_LR,RC112_ES112
NAS_MEM,FML_NAS_WRAN_LTE_MEM_RC112,NAS,WR_LR,RC112_ES112
NAS_IO,FML_NAS_WRAN_LTE_IO_RC112,NAS,WR_LR,RC112_ES112
NAS_CPU,FML_NAS_WRAN_LTE_CORE_CPU_RC112,NAS,WR_LR_CN,RC112_ES112
NAS_MEM,FML_NAS_WRAN_LTE_CORE_MEM_RC112,NAS,WR_LR_CN,RC112_ES112
NAS_IO,FML_NAS_WRAN_LTE_CORE_IO_RC112,NAS,WR_LR_CN,RC112_ES112
NAS_CPU,FML_NAS_CORE_CPU_RC112,NAS,CN,RC112_ES112
NAS_MEM,FML_NAS_CORE_MEM_RC112,NAS,CN,RC112_ES112
NAS_IO,FML_NAS_CORE_IO_RC112,NAS,CN,RC112_ES112
STORAGE_CPU,FML_STORAGE_LTE_CPU_RC112,STORAGE,LR,RC112_ES112
STORAGE_MEM,FML_STORAGE_LTE_MEM_RC112,STORAGE,LR,RC112_ES112
STORAGE_IO,FML_STORAGE_LTE_IO_RC112,STORAGE,LR,RC112_ES112
STORAGE_CPU,FML_STORAGE_LTE_CORE_CPU_RC112,STORAGE,LR_CN,RC112_ES112
STORAGE_MEM,FML_STORAGE_LTE_CORE_MEM_RC112,STORAGE,LR_CN,RC112_ES112
STORAGE_IO,FML_STORAGE_LTE_CORE_IO_RC112,STORAGE,LR_CN,RC112_ES112
STORAGE_CPU,FML_STORAGE_WRAN_CPU_RC112,STORAGE,WR,RC112_ES112
STORAGE_MEM,FML_STORAGE_WRAN_MEM_RC112,STORAGE,WR,RC112_ES112
STORAGE_IO,FML_STORAGE_WRAN_IO_RC112,STORAGE,WR,RC112_ES112
STORAGE_CPU,FML_STORAGE_WRAN_CORE_CPU_RC112,STORAGE,WR_CN,RC112_ES112
STORAGE_MEM,FML_STORAGE_WRAN_CORE_MEM_RC112,STORAGE,WR_CN,RC112_ES112
STORAGE_IO,FML_STORAGE_WRAN_CORE_IO_RC112,STORAGE,WR_CN,RC112_ES112
STORAGE_CPU,FML_STORAGE_WRAN_LTE_CPU_RC112,STORAGE,WR_LR,RC112_ES112
STORAGE_MEM,FML_STORAGE_WRAN_LTE_MEM_RC112,STORAGE,WR_LR,RC112_ES112
STORAGE_IO,FML_STORAGE_WRAN_LTE_IO_RC112,STORAGE,WR_LR,RC112_ES112
STORAGE_CPU,FML_STORAGE_WRAN_LTE_CORE_CPU_RC112,STORAGE,WR_LR_CN,RC112_ES112
STORAGE_MEM,FML_STORAGE_WRAN_LTE_CORE_MEM_RC112,STORAGE,WR_LR_CN,RC112_ES112
STORAGE_IO,FML_STORAGE_WRAN_LTE_CORE_IO_RC112,STORAGE,WR_LR_CN,RC112_ES112
STORAGE_CPU,FML_STORAGE_CORE_CPU_RC112,STORAGE,CN,RC112_ES112
STORAGE_MEM,FML_STORAGE_CORE_MEM_RC112,STORAGE,CN,RC112_ES112
STORAGE_IO,FML_STORAGE_CORE_IO_RC112,STORAGE,CN,RC112_ES112
DAE_CPU,FML_DAE_LTE_CPU_RC112,DAE,LR,RC112_ES112
DAE_MEM,FML_DAE_LTE_MEM_RC112,DAE,LR,RC112_ES112
DAE_IO,FML_DAE_LTE_IO_RC112,DAE,LR,RC112_ES112
DAE_CPU,FML_DAE_LTE_CORE_CPU_RC112,DAE,LR_CN,RC112_ES112
DAE_MEM,FML_DAE_LTE_CORE_MEM_RC112,DAE,LR_CN,RC112_ES112
DAE_IO,FML_DAE_LTE_CORE_IO_RC112,DAE,LR_CN,RC112_ES112
DAE_CPU,FML_DAE_WRAN_CPU_RC112,DAE,WR,RC112_ES112
DAE_MEM,FML_DAE_WRAN_MEM_RC112,DAE,WR,RC112_ES112
DAE_IO,FML_DAE_WRAN_IO_RC112,DAE,WR,RC112_ES112
DAE_CPU,FML_DAE_WRAN_CORE_CPU_RC112,DAE,WR_CN,RC112_ES112
DAE_MEM,FML_DAE_WRAN_CORE_MEM_RC112,DAE,WR_CN,RC112_ES112
DAE_IO,FML_DAE_WRAN_CORE_IO_RC112,DAE,WR_CN,RC112_ES112
DAE_CPU,FML_DAE_WRAN_LTE_CPU_RC112,DAE,WR_LR,RC112_ES112
DAE_MEM,FML_DAE_WRAN_LTE_MEM_RC112,DAE,WR_LR,RC112_ES112
DAE_IO,FML_DAE_WRAN_LTE_IO_RC112,DAE,WR_LR,RC112_ES112
DAE_CPU,FML_DAE_WRAN_LTE_CORE_CPU_RC112,DAE,WR_LR_CN,RC112_ES112
DAE_MEM,FML_DAE_WRAN_LTE_CORE_MEM_RC112,DAE,WR_LR_CN,RC112_ES112
DAE_IO,FML_DAE_WRAN_LTE_CORE_IO_RC112,DAE,WR_LR_CN,RC112_ES112
DAE_CPU,FML_DAE_CORE_CPU_RC112,DAE,CN,RC112_ES112
DAE_MEM,FML_DAE_CORE_MEM_RC112,DAE,CN,RC112_ES112
DAE_IO,FML_DAE_CORE_IO_RC112,DAE,CN,RC112_ES112
SWITCH_CPU,FML_SWITCH_LTE_CPU_RC112,SWITCH,LR,RC112_ES112
SWITCH_MEM,FML_SWITCH_LTE_MEM_RC112,SWITCH,LR,RC112_ES112
SWITCH_IO,FML_SWITCH_LTE_IO_RC112,SWITCH,LR,RC112_ES112
SWITCH_CPU,FML_SWITCH_LTE_CORE_CPU_RC112,SWITCH,LR_CN,RC112_ES112
SWITCH_MEM,FML_SWITCH_LTE_CORE_MEM_RC112,SWITCH,LR_CN,RC112_ES112
SWITCH_IO,FML_SWITCH_LTE_CORE_IO_RC112,SWITCH,LR_CN,RC112_ES112
SWITCH_CPU,FML_SWITCH_WRAN_CPU_RC112,SWITCH,WR,RC112_ES112
SWITCH_MEM,FML_SWITCH_WRAN_MEM_RC112,SWITCH,WR,RC112_ES112
SWITCH_IO,FML_SWITCH_WRAN_IO_RC112,SWITCH,WR,RC112_ES112
SWITCH_CPU,FML_SWITCH_WRAN_CORE_CPU_RC112,SWITCH,WR_CN,RC112_ES112
SWITCH_MEM,FML_SWITCH_WRAN_CORE_MEM_RC112,SWITCH,WR_CN,RC112_ES112
SWITCH_IO,FML_SWITCH_WRAN_CORE_IO_RC112,SWITCH,WR_CN,RC112_ES112
SWITCH_CPU,FML_SWITCH_WRAN_LTE_CPU_RC112,SWITCH,WR_LR,RC112_ES112
SWITCH_MEM,FML_SWITCH_WRAN_LTE_MEM_RC112,SWITCH,WR_LR,RC112_ES112
SWITCH_IO,FML_SWITCH_WRAN_LTE_IO_RC112,SWITCH,WR_LR,RC112_ES112
SWITCH_CPU,FML_SWITCH_WRAN_LTE_CORE_CPU_RC112,SWITCH,WR_LR_CN,RC112_ES112
SWITCH_MEM,FML_SWITCH_WRAN_LTE_CORE_MEM_RC112,SWITCH,WR_LR_CN,RC112_ES112
SWITCH_IO,FML_SWITCH_WRAN_LTE_CORE_IO_RC112,SWITCH,WR_LR_CN,RC112_ES112
SWITCH_CPU,FML_SWITCH_CORE_CPU_RC112,SWITCH,CN,RC112_ES112
SWITCH_MEM,FML_SWITCH_CORE_MEM_RC112,SWITCH,CN,RC112_ES112
SWITCH_IO,FML_SWITCH_CORE_IO_RC112,SWITCH,CN,RC112_ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,LR,RC112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,LR_CN,RC112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR,RC112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_CN,RC112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_LR,RC112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_LR_CN,RC112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,CN,RC112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,LR,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,LR_CN,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_CN,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_LR,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_LR_CN,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,CN,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,GR,ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,LR,RC112_ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,LR_CN,RC112_ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR,RC112_ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_CN,RC112_ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_LR,RC112_ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,WR_LR_CN,RC112_ES112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,CN,RC112_ES112
SWITCH_CPU,FML_SWITCH_EE_CPU_EE112,SWITCH,Packet Core Only,EE112
SWITCH_MEM,FML_SWITCH_EE_MEM_EE112,SWITCH,Packet Core Only,EE112
SWITCH_IO,FML_SWITCH_EE_IO_EE112,SWITCH,Packet Core Only,EE112
SWITCH_CPU,FML_SWITCH_EE_CPU_EE112,SWITCH,Packet Core & RAN,EE112
SWITCH_MEM,FML_SWITCH_EE_MEM_EE112,SWITCH,Packet Core & RAN,EE112
SWITCH_IO,FML_SWITCH_EE_IO_EE112,SWITCH,Packet Core & RAN,EE112
ENCLOSURE_CPU,FML_ENCLOSURE_CPU_EE112,ENCLOSURE,Packet Core Only,EE112
ENCLOSURE_MEM,FML_ENCLOSURE_MEM_EE112,ENCLOSURE,Packet Core Only,EE112
ENCLOSURE_IO,FML_ENCLOSURE_IO_EE112,ENCLOSURE,Packet Core Only,EE112
ENCLOSURE_CPU,FML_ENCLOSURE_CPU_EE112,ENCLOSURE,Packet Core & RAN,EE112
ENCLOSURE_MEM,FML_ENCLOSURE_MEM_EE112,ENCLOSURE,Packet Core & RAN,EE112
ENCLOSURE_IO,FML_ENCLOSURE_IO_EE112,ENCLOSURE,Packet Core & RAN,EE112
EE_CPU,FML_EE_CPU_EE112,EE,Packet Core Only,EE112
EE_MEM,FML_EE_MEM_EE112,EE,Packet Core Only,EE112
EE_IO,FML_EE_IO_EE112,EE,Packet Core Only,EE112
EE_CPU,FML_EE_CPU_EE112,EE,Packet Core & RAN,EE112
EE_MEM,FML_EE_MEM_EE112,EE,Packet Core & RAN,EE112
EE_IO,FML_EE_IO_EE112,EE,Packet Core & RAN,EE112
MWS_CPU,FML_MWS_CPU_EE112,MWS,Packet Core Only,EE112
MWS_MEM,FML_MWS_MEM_EE112,MWS,Packet Core Only,EE112
MWS_IO,FML_MWS_IO_EE112,MWS,Packet Core Only,EE112
MWS_CPU,FML_MWS_CPU_EE112,MWS,Packet Core & RAN,EE112
MWS_MEM,FML_MWS_MEM_EE112,MWS,Packet Core & RAN,EE112
MWS_IO,FML_MWS_IO_EE112,MWS,Packet Core & RAN,EE112
DAE_CPU,FML_DAE_CPU_EE112,DAE,Packet Core Only,EE112
DAE_MEM,FML_DAE_MEM_EE112,DAE,Packet Core Only,EE112
DAE_IO,FML_DAE_IO_EE112,DAE,Packet Core Only,EE112
DAE_CPU,FML_DAE_CPU_EE112,DAE,Packet Core & RAN,EE112
DAE_MEM,FML_DAE_MEM_EE112,DAE,Packet Core & RAN,EE112
DAE_IO,FML_DAE_IO_EE112,DAE,Packet Core & RAN,EE112
NAS_CPU,FML_NAS_CPU_EE112,NAS,Packet Core Only,EE112
NAS_MEM,FML_NAS_MEM_EE112,NAS,Packet Core Only,EE112
NAS_IO,FML_NAS_IO_EE112,NAS,Packet Core Only,EE112
NAS_CPU,FML_NAS_CPU_EE112,NAS,Packet Core & RAN,EE112
NAS_MEM,FML_NAS_MEM_EE112,NAS,Packet Core & RAN,EE112
NAS_IO,FML_NAS_IO_EE112,NAS,Packet Core & RAN,EE112
OMBS_CPU,FML_OMBS_CPU_EE112,OMBS,Packet Core Only,EE112
OMBS_MEM,FML_OMBS_MEM_EE112,OMBS,Packet Core Only,EE112
OMBS_IO,FML_OMBS_IO_EE112,OMBS,Packet Core Only,EE112
OMBS_CPU,FML_OMBS_CPU_EE112,OMBS,Packet Core & RAN,EE112
OMBS_MEM,FML_OMBS_MEM_EE112,OMBS,Packet Core & RAN,EE112
OMBS_IO,FML_OMBS_IO_EE112,OMBS,Packet Core & RAN,EE112
STORAGE_CPU,FML_STORAGE_CPU_EE112,STORAGE,Packet Core Only,EE112
STORAGE_MEM,FML_STORAGE_MEM_EE112,STORAGE,Packet Core Only,EE112
STORAGE_IO,FML_STORAGE_IO_EE112,STORAGE,Packet Core Only,EE112
STORAGE_CPU,FML_STORAGE_CPU_EE112,STORAGE,Packet Core & RAN,EE112
STORAGE_MEM,FML_STORAGE_MEM_EE112,STORAGE,Packet Core & RAN,EE112
STORAGE_IO,FML_STORAGE_IO_EE112,STORAGE,Packet Core & RAN,EE112
PRESENTATION_CPU,FML_PRESENTATION_CPU_EE112,PRESENTATION,Packet Core Only,EE112
PRESENTATION_MEM,FML_PRESENTATION_MEM_EE112,PRESENTATION,Packet Core Only,EE112
PRESENTATION_IO,FML_PRESENTATION_IO_EE112,PRESENTATION,Packet Core Only,EE112
PRESENTATION_CPU,FML_PRESENTATION_CPU_EE112,PRESENTATION,Packet Core & RAN,EE112
PRESENTATION_MEM,FML_PRESENTATION_MEM_EE112,PRESENTATION,Packet Core & RAN,EE112
PRESENTATION_IO,FML_PRESENTATION_IO_EE112,PRESENTATION,Packet Core & RAN,EE112
MEDIATION_CPU,FML_MEDIATION_CPU_EE112,MEDIATION,Packet Core Only,EE112
MEDIATION_MEM,FML_MEDIATION_MEM_EE112,MEDIATION,Packet Core Only,EE112
MEDIATION_IO,FML_MEDIATION_IO_EE112,MEDIATION,Packet Core Only,EE112
MEDIATION_CPU,FML_MEDIATION_CPU_EE112,MEDIATION,Packet Core & RAN,EE112
MEDIATION_MEM,FML_MEDIATION_MEM_EE112,MEDIATION,Packet Core & RAN,EE112
MEDIATION_IO,FML_MEDIATION_IO_EE112,MEDIATION,Packet Core & RAN,EE112
COORDINATOR_CPU,FML_COORDINATOR_CPU_EE112,COORDINATOR,Packet Core Only,EE112
COORDINATOR_MEM,FML_COORDINATOR_MEM_EE112,COORDINATOR,Packet Core Only,EE112
COORDINATOR_IO,FML_COORDINATOR_IO_EE112,COORDINATOR,Packet Core Only,EE112
COORDINATOR_CPU,FML_COORDINATOR_CPU_EE112,COORDINATOR,Packet Core & RAN,EE112
COORDINATOR_MEM,FML_COORDINATOR_MEM_EE112,COORDINATOR,Packet Core & RAN,EE112
COORDINATOR_IO,FML_COORDINATOR_IO_EE112,COORDINATOR,Packet Core & RAN,EE112
IQSERVER_CPU,FML_IQSERVER_CPU_EE112,IQSERVER,Packet Core Only,EE112
IQSERVER_MEM,FML_IQSERVER_MEM_EE112,IQSERVER,Packet Core Only,EE112
IQSERVER_IO,FML_IQSERVER_IO_EE112,IQSERVER,Packet Core Only,EE112
IQSERVER_CPU,FML_IQSERVER_CPU_EE112,IQSERVER,Packet Core & RAN,EE112
IQSERVER_MEM,FML_IQSERVER_MEM_EE112,IQSERVER,Packet Core & RAN,EE112
IQSERVER_IO,FML_IQSERVER_IO_EE112,IQSERVER,Packet Core & RAN,EE112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,Packet Core Only,EE112
ENCLOSURE_NUMBER,FML_ENCLOSURE,ENCLOSURE,Packet Core & RAN,EE112
ADMIN_CPU,FML_ADMIN_CPU_RC112,ADMIN,LR,RC113
ADMIN_MEM,FML_ADMIN_LTE_MEM_RC112,ADMIN,LR,RC113
ADMIN_IO,FML_ADMIN_LTE_IO_RC112,ADMIN,LR,RC113
ADMIN_CPU,FML_ADMIN_LTE_CORE_CPU_RC112,ADMIN,LR_CN,RC113
ADMIN_MEM,FML_ADMIN_LTE_CORE_MEM_RC112,ADMIN,LR_CN,RC113
ADMIN_IO,FML_ADMIN_LTE_CORE_IO_RC112,ADMIN,LR_CN,RC113
ADMIN_CPU,FML_ADMIN_CPU_RC112,ADMIN,WR,RC113
ADMIN_MEM,FML_ADMIN_WRAN_MEM_RC112,ADMIN,WR,RC113
ADMIN_IO,FML_ADMIN_WRAN_IO_RC112,ADMIN,WR,RC113
ADMIN_CPU,FML_ADMIN_WRAN_CORE_CPU_RC112,ADMIN,WR_CN,RC113
ADMIN_MEM,FML_ADMIN_WRAN_CORE_MEM_RC112,ADMIN,WR_CN,RC113
ADMIN_IO,FML_ADMIN_WRAN_CORE_IO_RC112,ADMIN,WR_CN,RC113
ADMIN_CPU,FML_ADMIN_WRAN_LTE_CPU_RC112,ADMIN,WR_LR,RC113
ADMIN_MEM,FML_ADMIN_WRAN_LTE_MEM_RC112,ADMIN,WR_LR,RC113
ADMIN_IO,FML_ADMIN_WRAN_LTE_IO_RC112,ADMIN,WR_LR,RC113
ADMIN_CPU,FML_ADMIN_WRAN_LTE_CORE_CPU_RC112,ADMIN,WR_LR_CN,RC113
ADMIN_MEM,FML_ADMIN_WRAN_LTE_CORE_MEM_RC112,ADMIN,WR_LR_CN,RC113
ADMIN_IO,FML_ADMIN_WRAN_LTE_CORE_IO_RC112,ADMIN,WR_LR_CN,RC113
ADMIN_CPU,FML_ADMIN_CORE_CPU_RC112,ADMIN,CN,RC113
ADMIN_MEM,FML_ADMIN_CORE_MEM_RC112,ADMIN,CN,RC113
ADMIN_IO,FML_ADMIN_CORE_IO_RC112,ADMIN,CN,RC113
UAS_CPU,FML_UAS_USER,UAS,LR,RC113
UAS_CPU,FML_UAS_USER,UAS,LR_CN,RC113
UAS_CPU,FML_UAS_USER,UAS,WR,RC113
UAS_CPU,FML_UAS_USER,UAS,WR_CN,RC113
UAS_CPU,FML_UAS_USER,UAS,WR_LR,RC113
UAS_CPU,FML_UAS_USER,UAS,WR_LR_CN,RC113
UAS_CPU,FML_UAS_USER,UAS,CN,RC113
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,LR,ES113
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,LR,ES113
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,LR,ES113
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,LR,ES113
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,LR,ES113
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,LR,ES113
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,LR_CN,ES113
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,LR_CN,ES113
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,LR_CN,ES113
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,LR_CN,ES113
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,LR_CN,ES113
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,LR_CN,ES113
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,WR,ES113
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,WR,ES113
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,WR,ES113
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,WR,ES113
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,WR,ES113
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,WR,ES113
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,GR,ES113
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,GR,ES113
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,GR,ES113
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,GR,ES113
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,GR,ES113
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,GR,ES113
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,WR_CN,ES113
ENIQS_MEM,FML_ENIQS_MEM_ES112,ENIQS,WR_CN,ES113
ENIQS_IO,FML_ENIQS_IO_ES112,ENIQS,WR_CN,ES113
ENIQS_PM_CNT,FML_CNT_ES112,ENIQS,WR_CN,ES113
ENIQS_PM_CELL,FML_CELL_ES112,ENIQS,WR_CN,ES113
ENIQS_PM_ROP,FML_ROP_ES112,ENIQS,WR_CN,ES113
ENIQS_CPU,FML_ENIQS_CPU_ES112,ENIQS,WR_LR,ES113
